,ABI1,ASXL1,BCL10,BTG1,CDC73,CHCHD7,CHIC2,CREB3L2,CTNNB1,DDX10,ELF4,EPS15,FBXW7,FIP1L1,FUBP1,KIF5B,KIT,LMO1,MAP2K1,MLF1,MLLT10,MYC,NOTCH2,PAFAH1B2,PAX5,PICALM,PIK3CA,PLAG1,PTEN,SDHB,SDHC,SDHD,SF3B1,SFRS3,SS18,TBL1XR1,TFG,TFRC,TPM3,WRN,ABL1,AKT1,AXIN1,BAP1,BCR,BRD3,CARS,DAXX,DNM2,EWSR1,FUS,GNA11,MAP2K2,MKL1,MLLT1,MYD88,MYH9,NF2,NUMA1,NUP214,PCSK7,RALGDS,SH3GL1,SMARCA4,STK11,TRIM27,TSC2,XPC,ZRSR2,ABL2,ARNT,BCL9,BRD4,CREBBP,DDX6,DICER1,GOLGA5,JUN,KRAS,KTN1,MAX,MDM4,SET,THRAP3,TPR,TRIP11,ACSL3,ATRX,CREB1,EP300,ERCC4,HIP1,NFE2L2,NSD1,SETD2,STAG2,TCF12,AKAP9,APC,BCL2,BCOR,CACNA1D,CBFA2T3,CCND1,COX6C,CSF3R,FAM46C,FGFR3,FLT3,GATA2,GATA3,GPHN,IL6ST,MAP2K4,MLH1,MLLT3,MYB,MYST4,PCM1,RAP1GDS1,RB1,RET,SETBP1,TSC1,WHSC1,XPA,AKT2,ARID1A,BCL7A,BMPR1A,C2orf44,CIC,CNOT3,ERCC3,GNAS,MED12,NF1,NFKB2,PMS2,PPP2R1A,PRCC,RAF1,SMARCB1,STAT3,STAT5B,TFE3,TFPT,TRIM33,TRRAP,YWHAE,ALDH2,ARHGEF12,BCL3,CAMTA1,CREB3L1,CRTC3,FSTL3,IDH1,KLF4,MUC1,MYH11,PIK3R1,RAC1,RUNX1,TMPRSS2,TP53,TSHR,ALK,ATP1A1,BCL11A,CCNB1IP1,CCND3,CDK6,CDKN2A,CDKN2C,EGFR,EML4,ETV4,ETV5,ETV6,EXT1,EXT2,GMPS,HMGA1,LPP,MET,MSN,MYCN,NDRG1,NFIB,NOTCH1,NT5C2,PIM1,X6.Sep,SMO,TCF3,TCF7L2,TPM4,U2AF1,WWTR1,ZNF384,ASPSCR1,ATP2B3,CCDC6,CDK4,CHN1,CLTCL1,DDIT3,ERCC2,FGFR1OP,FH,H3F3A,HOXC11,HOXC13,HOXD13,HRAS,IDH2,MEN1,MLLT4,MYCL1,RPN1,SOX2,TCL6,TERT,ATF1,NCOA2,RAD21,TCEA1,UBR5,ATIC,DDB2,EIF4A2,ERBB2,ERCC5,FANCF,FGFR2,HNRNPA2B1,NCOA4,NUP98,PALB2,PAX8,PMS1,POT1,RAD51L1,RARA,SMARCE1,SSX2,ATM,BCL6,CBLB,FGFR1,HEY1,HOXA11,HOXA9,HOXD11,JAK1,MN1,NCOA1,NR4A3,NTRK1,WHSC1L1,ZNF331,BCL11B,BIRC3,CD74,CIITA,CYLD,FCGR2B,FLI1,FNBP1,HERPUD1,IKZF1,IL21R,IL7R,ITK,JAK2,JAK3,KCNJ5,LCK,LCP1,LYL1,MALT1,PDE4DIP,PRDM1,PRF1,PTPRC,SH2B3,SLC34A2,SOCS1,SYK,TFEB,TNFAIP3,TNFRSF14,WAS,WT1,BLM,BRIP1,BUB1B,CALR,CBFB,CCNE1,CHEK2,EZH2,FANCA,FANCC,FANCE,FANCG,FBXO11,MSH2,MSH6,MTCP1,MUTYH,RECQL4,SS18L1,XPO1,BRAF,BRCA1,BRCA2,CASP8,DNMT3A,ELK4,GATA1,HIST1H4I,HMGA2,MDM2,NONO,NRAS,PBRM1,PTPN11,RANBP17,RBM15,SFPQ,SUZ12,TAF15,TOP1,CANT1,CDH1,CLTC,DDX5,H3F3B,LASP1,PBX1,PDGFB,PRKAR1A,RNF43,SDC4,USP6,CBLC,CEBPA,FHIT,HLF,NACA,NPM1,NTRK3,PER1,RPL10,RPL22,RPL5,SRGAP3,CCND2,CDH11,COL1A1,ELN,ETV1,GAS7,MAF,MAFB,MITF,OMD,PDGFRA,PDGFRB,CD79A,CD79B,IRF4,POU2AF1,TNFRSF17,ERG,GPC3,KDR,LHFP,LIFR,LMO2,PPARG,PRDM16,TAL1
TNFRSF10C,0,0,0,0,0,0,0,0,0.061093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039454,0,0,0,0,0,0,0,0,0.019939,0,0,0.020601,0.18349,0,0.078811,0,0,0.08116,0,0,0.048454,0.069814,0,0.028089,0.15918,0.15005,0.031609,0.056227,0,0.036644,0,0.02538,0,0.031105,0,0,0.041561,0,0,0,0,0.053576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00063385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00094958,0,0,0,0.019635,0,-0.015903,0,0,0,0.02817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07519,0,0,-0.066536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019797,0,0,0.028042,0,0,0,0,0,0,0,0,0,0,0.040082,0,0,0,0,0.0048892,0.034723,0,0,0.063506,0,0,0,0,0,0,0,0,0.099594,0.074293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015125,0,0,0,0,0,-0.153,-0.01983,0,-0.0052575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0077879,0,0,0,0,0.058216,0,0,0,0,0,0,0,0,-0.029749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014374,0,0,0,0,0,-0.0066057,0,0,0,0,0,0,0,0,0,0,0,-0.039212,0,0,0,0,0
ASCL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.064339,0,0,-0.0079073,-0.028006,0,0,0,0,-0.0012724,0,0,0.062406,0,0,0,0,0,0,0,0,0,0,0.058368,0,0,0.016499,0,0,0,0,0.084339,0,0.075716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07526,-0.08271,0,0,0,0,0,0,0,-0.055858,0,0,0,0,0,0,-0.01017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040178,0,0,0,0,0,0.034388,0,0,0,0.047242,0,0,0.016803,0,0,0,0,0,0,0,0,0.010774,0,0,0,0,0,0,-0.035017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014914,0,0,0.037635,0,0,0.22434,0,0.12155,0,0,0,0.0056777,0.011747,0,0,0,0.015604,0,0,0,0,0.23032,0,0,0,0.029137,0,0,0,0,0,0,0,0,0.030168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05119,-0.053139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02015,0,0,0,0,0,0.026887,0,0.011495,0,0.026666,0,0,0.038602,0,0,0,0,0,0,0,0,0,0,0,-0.010847,0,0,0,0,0,0,0,0,0.011924,0,0,0,0,0.020103,0,0,0,0,0,0,0,0,0,0.01826,0,0,0,0,0,0,0,0,0,0,0,0,0.028206,0,0,0,0,0,0,-0.017442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019747,0,0
CD2,0,0,0,0,0,0,0,0,0.013999,0,0,0,0,0,0,0,0,0,-0.011888,0,0,0,0,0,0,0,0,0,0,-0.0087125,0,0,0,0,0,0,0,0,0,0,0,0,0.063455,0,0.0036867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037745,0,0,0,0,0,0,0,0,0,0,0,0,-0.0095123,0,0,0,0,0,0,0,0,0,0,-0.10703,-0.051782,-0.018543,0,0,0,0,0,0,-0.038818,0,0,0,0,0,-0.0099041,0,0,-0.0036894,-0.015014,0,-0.011378,0,0,-0.079199,0,0,-0.025308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029443,0.013313,0.0022634,0,0,-0.01509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414,0.029713,0,0,0,0,0,0,0.0084259,0,0,0.012089,0,0,0,0,0.0042701,0,0,0,0,0,0.048557,0,0,0,0,0,0,0,0,0,0,0.010298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062313,0,0,0,0,0,-0.0053565,0,0,0,0,-0.029292,-0.0221,0,0,0,0,0,0,0,0,0,-0.015109,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026936,0,0,0,0,0,0,-0.022165,0,-0.006835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045396,0,0,0,0.00028071,0,0,0,-0.044624,0,0.03367,0,0,0.0070942,0,0,0,0,0,0,0,0.013406,0,0,0,0,0,0.022238,0.035482,0,0,0,0,0,0,0,-0.015817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL1A2,-0.026754,0,0,0,0,-0.0062313,0,0,0,0,0,0,0,-0.021375,0,0,0,0,0,0,0,-0.023678,0,0,0,0,0,0,0,0,0,0,0,0,-0.036881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04163,0,0,-0.062503,0,0,0,0,-0.042709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00084589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031419,0,0,0,0,0,0,0,0.011024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0056898,0,0,0,0,0,0,0,0,0,0,0,0.0040326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.064224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGF1,0,0,0,0,0,0,0,0,0,-0.012146,0,0,0,0,0,0,0,0,0,0,0,0,-0.0058462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038779,0,0,0,0,0,0,0,-0.013238,0,0,0,0,0,0,0,0,0,0,0,0,-0.020912,0,-0.027997,0,0,0.0012709,0.028817,0,0,0,0.017235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015351,0,0,-0.023064,0,0.0092245,0,0,0,0,0,0,0,0,0,0,-0.013478,0,0,0,0,0,0,-0.018381,0,0,0,0,0,-0.027667,0,0,0,0,0,0,0,-0.011372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066122,0,0.0079114,0,0,0.0079227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036511,0,0,0,0,0,0,0,0.028142,0,0,0,0,0,0,0.015444,0,0.031302,0,0,0,0,0,0,0,0.069477,0,0,0,0,0,0,-0.0093812,0,-0.088522,0,0,0,0,0,0,0,0,-0.017155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDF10,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0073447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0029314,0,0,0,0.020879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072779,0,0,0,0,0,0,0,0.016661,0,0,0,0,0,0,0,-0.015403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014265,-0.0049685,0,0,-0.009467,0,0,0,0,0,0,-0.066242,0,0,0,0,0,-0.030156,0,0,0,0,0,0,0,0,0,0,-0.006344,-0.031067,0,0,0,0,0,0,-0.017208,0,0,0,0,0,0,-0.0051622,-0.0090843,0,0,0,0,0,0,-0.045279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084693,0,0,0,0,0,0,0,0.00040889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011493,0,0,0,0,-0.063846,0,0,0,-0.0053556,-0.019407,0,0.0022637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038992,0,0,0,0.0021961,0.0026161,0,0,0,0.030342,0,0,0,0.0023313,0,0,0,0,0,0.016893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD40,-0.022008,0,0,0,0,0,-0.058412,0,0,-0.055088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0064366,0,0,-0.084017,0,0,0,0,0,0.034851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024293,0,0.013911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011031,0,-0.01526,0,0,0,0,0,0.0090232,0,0,0,0,-0.0091086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040374,0,0,0,0,0,0,0,0,0,0.15139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03387,0,0,0,0,0,0,0,0,0,0,0.007358,0,0,0,0,0,0,0,0,0,0.0081933,0,0,0,0,0,0,0,-0.0008747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042843,0,0,0,0,0,0,0,0,0,0,0,0,-0.014156,0,0,0,0,0,-0.011773,0,0,0,0,0,0,0,0,0.010704,0,0,0,0,0,0,0,0,0,0,-0.0084989,0,0,0,0,0,0,0,0,0,0,0,0,-0.0081774,0,0,0,0,-0.029353,0,0,0,0,-0.01318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA.DPB1,0,0,0,0,0,0.014637,0,0,0.038504,0,-0.076768,0,0,0.0056474,0,0,0,0,0,0,0,0,0.015166,0,0,0,0,0.035431,0,-0.047539,0,-0.0044519,0,0,0,0,0,0,0,0.038699,0,0,0,0.00043388,0.00059149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014849,0.15208,0,0,0,0,0,0,0,0,-0.0044098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0085773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018873,0,0.0010442,0.015037,0,0,0,0.0090516,0,0.038538,0,0,0,0,0,0,0,0,0,0.066357,0.032184,0.036159,0,0.0096768,0,0,0,0.13208,0.043869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029468,0,0,0,0,0,0,-0.013809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021809,0.029664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020603,-0.014302,0,0,0,0,0.027226,0,0,0,0,0,0,0,-0.0032136,-0.037336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045291,-0.020832,-0.0086202,0,-0.018952,-0.006266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055855,0.0097237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022906,-0.029179,0,0.010341,0,-0.061653,-0.015034,0,0,0,0,0,0,0,0,0,-0.01404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLF,0,0,0,0,0,-0.020623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034888,0,0,0,0,0,0,0,0,0,0.013995,0,0,0,0,0,0,0,0.061591,0,0,0,0,0.041345,0,0,0,0,0.0096377,0,0,0.037483,0,0.067765,0,0.08225,0,0.11668,0,0,0,0,0,0.020798,0,0,0,0,0,0,-0.15413,0,0,0,0,0,0,0,0,0,0,-0.1206,-0.11733,0,-0.017392,0,0,0,-0.062954,0,-0.01077,-0.0074994,-0.085462,0,0,-0.030783,-0.038401,0,0,-0.014491,0,0,0,0,0,0,-0.0054541,0,-0.031201,-0.12294,0,0,0,0,-0.032623,-0.027548,-0.16753,0,0,-0.038215,0,0,0,0,0.0088967,0.015816,0,0,0,0,0,0,0,0,0,0,0.073794,0.008598,0,0,0,0.0030075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050988,0.12182,0.0084228,0,0,0,0.065954,0,0,0,0.0034617,0,0.0016274,0,0,0.00059464,0.0062372,0,0,0,0,0,0.027653,0,0,0,0,0,0,0,0,0,0.0032064,0.083029,0.061726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036211,0,0,0,0,0,0,0,0,-0.020407,-0.093999,0,-0.21299,-0.053872,0,0,0,0,0,0,0,-0.034158,0,0,0,0,0.020129,0,0,0,0,0,0,0,0,0,-0.021092,0,0,0,0,-0.052748,0,0,-0.047244,0,0,0,0,-0.074585,0,-0.035704,0,-0.07286,0,0,0,0,0,0,0,-0.0066523,-0.020119,0,0,0,0,-0.07101,-0.0094096,0,-0.016696,0,0.008691,0,0,0,0,0,0,0,0,0.015195,0,0,0,0.016027,0.01203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066597,0,0,0.075179,0,0,0,0,0.034701,0,0,0,0,0,0,0,0,0.050079,0,0,0.081699,0.047763,0,0.063769,0,0,0.053701,0,0,0,0,0,-0.041378,-0.066269,-0.057632,-0.042814,0,-0.0098503,-0.047064,-0.028303,-0.015729,-0.042902,0,-0.078953,0,0,0,0,0,-0.014563,-0.13605,-0.10477,-0.21851,0,0,0,0,-0.0087487
FRZB,0.17985,0,0,0,0.024619,0,0,0,0,0,0,0,0,0.0078209,0,0.022022,0,0,0,0,0.037069,0,0,0,0,0.054542,0,0,-0.075189,0,0,0,0,0,0,-0.011166,0.025365,0,0.10409,0,0,0,0,0,0,0,0.041997,0.043692,0,0.04763,0,0,0,0,0,0.027222,0,0,0,0,0.053216,0,0.062275,0,0,0.061006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0028189,0,0,0,0,0,-0.05523,-0.12296,0,0,0,0,-0.029175,0,-0.0044455,-0.031246,-0.04769,0,0,0,0,0,0,-0.030639,0,-0.0033632,0,0,-0.057922,-0.038052,-0.098875,-0.017184,0,-0.00069636,-0.027852,0,0,0,0,0,0,0,0,0,0,0,0.0090242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062098,0,0,-0.0085237,0,0,0,0,0,0,0,0.095679,0,0,0.0097037,0.0099196,0,0,0,0,0,0.0030971,0.046402,0.01142,0,0,0.075889,0.14656,0.0079337,0,0.012667,0.011662,0,0,0,0,0,0,0,0.020662,0,0,0,0,0,0,0.07675,0,0,0,0.029305,0,0,0,0,0,0,0,0,0,0,0.026146,0,0.0045329,0,0,0,0,0,0,0,-0.10422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040431,0,0,0,0.0082619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07079,0,0,0,0.018072,0,0,0.036224,0.05539,0.13386,0,0.022803,0.15534,0.19929,0,0,0,0,0.031831,0,0,0,0,0.054581,0.012185,-0.016536,0,0,0,0,0.022296,0,0,0,0,0,0,0,0,0.040644,0,0.047811,0.038213,0.060388,0,0,0.071725,0.0021164,0,0,0,-0.044313,0,0,0,-0.029306,-0.0024808,0,0,0,-0.017084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019317
HDAC9,-0.041914,0,0,0,-0.020387,-0.020023,0,0,0,-0.11625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005227,0,0,-0.068754,0.055019,0,0,0,0,0,0,0,0.098368,0,0,0.0015036,0,0.10145,0,0,0,0,0,0.022192,0,0,0.0064286,0,0.020702,0.059057,0.085273,0.026192,0,0.10993,0,0,0,0,0,8.41E-06,0,0,0,0,0.072075,0,0,0.035392,0,0,0,0,0.065824,0,0,0.1154,0,0.0073603,0,0,0,0,0,0,0.0076447,0,0,0,0.038122,0,0,0,0,0,0,0.015356,0.010162,0,0,0.041725,0,0,0,0,0,0,0,0,0,0.039973,0,0,0,0,0,0,0,0,0,0,0,-0.0067462,0,0,0,0,-0.045619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037777,0,-0.036477,0.07009,0,0,0.031304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035478,0,0,0,0,0.028583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0069711,0,-0.060847,-0.0089365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059203,0,0,0,0,0,0,0,0,0.027222,0.015981,0,0.04248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093201,0,0,0,-0.012499,0,0,0,0,0,0.024797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABRB3,-0.13144,0,0,0,0,0,-0.046712,0,0,0,0.031256,0,0,0,0,-0.0027265,0,0,0,0,0,0,-0.062759,0,0,0,0.022613,0,0,0,0,0,0,0,0,0,0,0,0,-0.028788,0.014927,0,0,0,0,0,0,0,0,0,0.048326,0.044863,0.010408,0,0,0,0,0,0,0,0,0.13357,0.053288,0,0,0,0,0.063208,0,0,0,0,0,0,0,0,0,0,0,0.015023,0,0,0,0,0,0,0,0,-0.01777,0,0,0,0,0.023529,0,0,0.020871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02722,0.0093311,0,0,0.066893,0,0,0,0,0,0.020673,0.027049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037609,0,-0.040067,0,0,-0.067736,0,0,-0.011942,0,0,0,0,0,0,0,0,0,0,0.052945,0,0,0,0.010064,0,0,0,0,0,0,0,0,0,0.020947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072561,-0.055798,0.070444,0.069733,0,0,0,0,0,0,0,0,0,0,0,0,-0.069379,0,0,0,0,0,0,0,0,0,0,0,-0.021786,0,0,0,0,0,0,0,0,0,0,0,0.024704,0,0,0,0,0,0.018814,0,0.0039037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033994,0,0,0,-0.0035725,0,0,0.041419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070641,-0.017651,0,0,0,0,0.024957,0,0,0,0,0,0,0,0,0,0,-0.035033,0,0,0,0,0,0.010253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335,0,0,0,0,0,-0.11784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020057,0,0,0,0,0,0,0,0
