,ABI1,BMPR1A,CCNB1IP1,CDC73,EIF4A2,FH,NCOA4,NRAS,NT5C2,POT1,RPL10,RPL5,SDHB,SDHC,SDHD,ABL1,BAP1,BRD4,CARS,CRTC3,GNA11,GNAS,HRAS,MAP2K2,NSD1,PPP2R1A,SH3GL1,TOP1,XPC,ABL2,ATF1,BCL10,CASP8,FGFR1OP,HMGA1,HMGA2,MALT1,MET,NPM1,PAFAH1B2,PAX8,PLAG1,PTEN,RPN1,X6.Sep,WT1,ACSL3,BLM,CDKN2C,COX6C,CTNNB1,ETV5,FANCF,FGFR1,IDH1,IDH2,MLH1,MTCP1,MUTYH,PMS2,RAP1GDS1,RB1,TCEA1,TFPT,YWHAE,AKAP9,ATM,AXIN1,CBLB,CCDC6,CCND1,CREB3L2,DAXX,EML4,ERCC4,ERCC5,EWSR1,EXT1,FUBP1,KIF5B,MLLT10,MYC,NCOA2,NF2,NUP98,PCSK7,RARA,SS18,TRIP11,WRN,ZNF384,ZRSR2,AKT1,BCL6,CD74,CDH11,CYLD,EPS15,FNBP1,GAS7,IL6ST,JAK1,JUN,KDR,KTN1,LASP1,LHFP,LMO2,LPP,MAF,MAFB,NFE2L2,NOTCH2,NUP214,PDGFRB,RAC1,STAT3,TFE3,ZNF331,AKT2,ASPSCR1,CDK6,ETV4,GATA1,MLLT1,RET,STK11,TERT,ALDH2,ALK,ARHGEF12,BCL2,BCR,CHN1,DNM2,EGFR,ELN,ERCC2,FGFR2,FGFR3,HLF,LIFR,MKL1,MLF1,PDE4DIP,PER1,SMO,TFEB,APC,CAMTA1,CCND2,ETV1,HEY1,HIP1,LMO1,NCOA1,NFIB,NOTCH1,NTRK3,PBX1,PIK3R1,SETBP1,SOX2,SRGAP3,TCF12,ARID1A,ASXL1,ATRX,BCL9,BRD3,C2orf44,CIC,CNOT3,CREBBP,DDX5,DICER1,EP300,ERCC3,FBXO11,FBXW7,GPHN,H3F3B,HNRNPA2B1,KRAS,MDM4,MED12,MEN1,PALB2,PBRM1,PCM1,PMS1,PRCC,PTPN11,RAF1,RALGDS,RBM15,SET,SETD2,SF3B1,SMARCA4,SMARCB1,SS18L1,STAG2,STAT5B,SUZ12,TAF15,TCF3,TCF7L2,THRAP3,TP53,TPR,TRIM33,TRRAP,TSC1,TSC2,U2AF1,UBR5,XPA,ARNT,BRAF,CACNA1D,CBFA2T3,CDH1,CREB3L1,ELK4,FAM46C,FANCA,GATA2,GATA3,GPC3,HIST1H4I,KLF4,MUC1,MYH11,NFKB2,OMD,PPARG,RNF43,SLC34A2,SSX2,TMPRSS2,ATIC,CCNE1,DDX10,FUS,GMPS,H3F3A,MSH2,MSH6,NACA,NONO,RAD21,RPL22,SFPQ,SFRS3,SMARCE1,TFG,TRIM27,WHSC1,XPO1,ATP1A1,BTG1,CALR,CANT1,CCND3,CHCHD7,DDB2,ERBB2,EXT2,HERPUD1,MSN,MYD88,NDRG1,SDC4,SH2B3,TFRC,TPM4,WWTR1,ATP2B3,CBLC,CIITA,ERG,ETV6,FLT3,JAK3,KCNJ5,NR4A3,NTRK1,PAX5,PDGFB,PRDM16,RAD51L1,SOCS1,TAL1,TCL6,BCL11A,BCL11B,BCL7A,CDKN2A,CHIC2,CLTCL1,DDX6,DNMT3A,FHIT,FIP1L1,KIT,MLLT3,MLLT4,MN1,MYB,MYCL1,MYCN,MYST4,NF1,NUMA1,PDGFRA,RANBP17,TPM3,TSHR,USP6,WHSC1L1,BCL3,BIRC3,CEBPA,COL1A1,CSF3R,ELF4,FCGR2B,FLI1,FSTL3,IKZF1,IL21R,IL7R,ITK,JAK2,LCP1,LYL1,MITF,MYH9,PIM1,PRDM1,PRF1,PTPRC,RUNX1,SYK,TNFAIP3,TNFRSF14,WAS,BCOR,BRCA1,BRCA2,BRIP1,BUB1B,CHEK2,EZH2,FANCC,FANCE,FANCG,RECQL4,CBFB,CLTC,CREB1,GOLGA5,MAP2K1,MAP2K4,MAX,PICALM,PIK3CA,PRKAR1A,TBL1XR1,CD79A,CD79B,IRF4,LCK,POU2AF1,TNFRSF17,CDK4,DDIT3,HOXA11,HOXA9,HOXC11,HOXC13,HOXD11,HOXD13,MDM2
ERCC6,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0038324,-0.002324,0.062029,0.099388,0.049225,0.055574,0.074425,0.071438,0.11081,0.14392,0.17914,0.046892,0.019999,0.050036,0.10752,0.042994,0,-0.032714,0,-0.0015657,-0.010452,0,0,0,0,-0.013493,0,-0.0031862,0,0,0,0,0,0.015461,0.090782,0,0,0,0.06542,0.0056451,0,0,0,0,0.010514,0.018371,0,0,0,0,0.10784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044167,0.030444,0,0.0024231,0,0,0,0.036768,0.0083649,0,0.036693,0,0.0056912,0,0.028681,0.04785,0,0,0,0,0,0,0,0.012632,0,0.037165,0,0,0,0,0,0,0,0.019202,0.043011,0,0,0,0,0.00047203,0,0.013238,0,0,0,0,0,0,0,0,0,0,0.037228,0.035885,0.0053077,0,0.037526,0.027157,0.063826,0.079632,0.021062,0.03967,0,0.059449,0,0,0.02324,0,0.040549,0.0029464,0.0733,0,0.030705,0,0,0.025323,0,0.0043438,0,0,0,0,0,0.00081919,0.0037441,0,0.013585,0,0,0.051758,0,0,0,0,0.033803,0,0,0.004573,0,0.0095715,0.038148,0,0.029016,0,0,0.016678,0,0.010766,0,0,0,0,0,0,0.0029735,0,0,0,0,0,0,0,0.0047482,0.016334,0,0,0,-0.020908,0,0,0,-0.020921,-0.12736,0,0,-0.035658,0,0,0,-0.023424,0,-0.0041833,0,-0.081682,-0.038758,0,-0.022313,-0.022428,-0.0018333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00067842,0.00011598,0,0,0,0,0,0,0,-0.093875,-0.10478,0,0,0,-0.11643,-0.0095247,0,-0.053271,-0.020888,0,0,0,-0.073647,-0.0031141,0,-0.026177,0,0,0,0,0,0,0,0.028878,0,0.016814,0,0,0,0,0,-0.020646,0,0,0,0,0,-0.0051955,0,0,0,0,-0.012195,-0.027717,0,-0.014587,-0.0079535,0,0,0,0,0,0,-0.049604,0,0,-0.013076,0,0,0,0,-0.055465,-0.007332,0,-0.012167,0,0,-0.0069471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TFDP1,-0.015488,-0.062909,-0.0042054,0,0,0,-0.0197,0,0,0,0,0,-0.011931,-0.0074361,-0.0093617,0,0.012957,0,0,0,0,0,0,0,0.03588,0,0,0,0.013865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027094,0,0,0,0,0,0,0,-0.017509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093227,0,0,0.0030076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099236,0,0,0,0,0,0,0,0,-0.018052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062592,0,0,0,0.0097512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFBP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055535,0,0,0,0,0,0,0,0.010419,0,0.0066646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011756,0.0013935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010998,0,0,0,0,0,0,0,0,0,0,0,0.020131,0,0,0,0,0,0,0,0,0,0,0,0.015226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0019328,-0.0031559,0,0,0,0,0,0,0,0,0,0,0,-0.0215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018985,0,0,0,0,0,0,0
PDGFB,-0.016786,0,0,0,0,0,-0.0086075,-0.014691,0,0,0,0,0,-0.0017487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0068587,0,0,-0.013607,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035112,0,0,0,0,0,0,-0.053957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152,0,0,0,0,0,0,0,0,0.04615,0.031188,0,0.013438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082275,0,0,-0.051502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081856,0,0,0,0,0,0,0,0,0,-0.019257,0,0,0,0,0,0,-0.0043961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023017,-0.019321,0,0,0,0,-0.015982,0,0,0,0,0,0,0,-0.0052523,0,0,-0.031024,0,-0.0073858,0,0,0,-0.025934,0,0,0,0,0,0,0,0,0,0,0,-0.017024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.060567,0,0,0,-0.036353,0,0,0,0,0,-0.023839,0,-0.053421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0030264,0,0,0,0,0,0,0,-0.025186,0,0,0,0,0,0,-0.056921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022762,0,0,-0.01804,-0.032515,-0.0086728,0,0,0,0,0,0,0,0,0,0,0,-0.049498,0,0,0,0,0.02456,0,0,0,0,0,0,-0.0011998,0,-0.0011305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010193,0,0,0,-0.073822,-0.049994,0,-0.01436,-0.00069199,0,-0.0030577,0,0,-0.039834,-0.037489,-0.12531,0,0,-0.0022747,0,0,0,-0.037416,0,0,-0.032513,0,-0.044207,-0.0016898,-0.020886,0,0,-0.02751,0,0,-0.032517,-0.016068,0,0,-0.016166,-0.048761,0,0,-0.024693,-0.0018344,0,0,0,-0.034072,0,0,-0.0047488,-0.011365,-0.0037649,-0.016382,0,-0.015911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013403,-0.034291,-0.022909,0,0,0,-0.021938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0089805,-0.013452,0,0,0,0,-0.015689,-0.024328,0,0,0,0,0,0,0,0,0,0,-0.014105,0,0,0,0,-0.0023756
IGFBP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0082288,0,0,0,0,0,0,0,0,0.00012525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0023354,0,0,-0.019244
EPHB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026897,0.065276,0.072139,0,0.04694,0.027093,0.014443,0,0.028383,0.048384,0.025351,0.023911,0.063297,0.053609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043614,0,0,0,0,0.019768,0,0.063936,0,0.0092558,0,0,0,0,0,0,0,0,0,0,0,0.012921,0,0,0,0.01248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012981,0,0,0,0,0,0.0279,0.025772,0,0,0.0020357,0,0,0,0.019348,0,0,0.016162,0,0.026535,0.064007,0.0068317,0.022569,0.014732,0,0,0,0,0,0.010572,0.0073895,0.051783,0,0,0,0,0,0.056234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087732,0,0,0.057396,0,0,0,0,0,0,0,0.004318,0,0,0,0.019808,0.0043372,0.0092455,0.018559,0.0094665,0.0024651,0,0,0,0,1.07E-05,0,0,0,0,0,0,0.052138,0,0,0,0.042426,0,0,0.021088,0,0,0.015831,0,0,0,0,0.0045958,0,0.036585,0,0,0,0,0,0,0.01557,0,0,0.041005,0.060644,0.0061549,0.053159,0,0,0.021208,0.0040862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027638,0,0,0,0,0,0.0059292,0,0,0,0.015981,0.0090864,0.0043503,0,0.002562,0,0,0,-0.084195,0,0,0,0,-0.01976,0,0,0,0,0,0,0,-0.018959,0,0,-0.034086,0,0,0,0,0,0,0,0.017511,0,0,-0.013734,0,0,0,0,-0.029952,0,0.0003109,0,0.019357,0,-0.0023002,-0.034759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017249,0,0,-0.024424,0,0,0,0
FER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022065,0.0080064,0,0.0010084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0052992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011888,0,0,0,0,0
PTGS1,-0.010493,0,-0.021755,0,0,0,-0.0090567,0,0,0,-0.024659,-0.058524,0,0,-0.013322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032059,0,0,0,0.013872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073578,0,0,0,0,0.0046796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDR1,0,-0.028561,-0.0016258,0,-0.023059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0033596,0,0,-0.012942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043089,0,0,-0.0015012,0,0,0,0,0,0,0,0,0,0,0,0,-0.0017226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTK7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028712,0.01256,0,0,0.013529,0.023641,0.0090433,0.049637,0.0077315,0.047519,0,0.023707,0,0.017773,0,0,-0.016576,-0.041407,-0.0047238,0,0,0,0,0,0,0,-0.0022895,-0.081356,0,0,0,-0.012964,0,0.026944,0,0.0049053,0,0,0,0,0,0.0044025,0,0,0.030263,0,0,0,0,0.010128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010046,0,0,0,0,0,0,7.07E-05,0,0,0,0,0.014062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010065,0.017624,0.049343,0.035911,0.016894,0.021106,0,0,0,0,0,0,0,0.014575,0,0,0,0,0,0,0.034185,0,0,0,0,0,0,0,0,0,0,0.0076838,0,0.048814,0,0,0,0.005033,0,0,0,0,0.013766,0,0.024399,0,0,0.052183,0,0,0.031024,0.0074782,0,0,0,0.029209,0,0.005279,0,0,0,0.018038,0,0,0,0,0.059743,0,0.0026579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053753,0,0,0,0,0,0,0,0,0,0,0,0,0.0089992,0,0.018982,0,0,0.025496,0,0.0094557,0,0,0.0082672,0,0,0,0,0,0,-0.034318,0,0,0,-0.0039192,0,0,0,-0.028585,0,0,0,-0.012718,0,-0.022156,-0.0046363,0,0,0,0,-0.01005,0,-0.0086744,0,-0.027091,-0.0050286,0,-0.0068436,0,-0.03153,0,0,0.0053937,0,0,0,0,0,0,0.0086497,0,0,0,0,0,-0.0030972,0,0,0,0,0,0,0,0,0,0,0,-0.043581,0,-0.038542,-0.023962,0,-0.00010288,0,0,0,0,0,0,0,0,-0.0036398,0,0,-0.036101,-0.048551,-0.059587,0,-0.0032542,0,0,-0.037904,0,0.0072246,0,0,0,0,0,0.0018887,0.0052942,0.0075654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYRO3,0,0,-0.0051698,0,-0.0022547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA.DOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025424,0,0.0047682,0,0,0,0,0,0,0,0.0027584,0,0,0,0,0,0,0,0,0,0,-0.01143,0,0,0,-0.006854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027239,0,0,-0.0079049,-0.002312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017784,0,0,0,0,0,0,0,0,0,0,0,-0.012007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012547,0,0,0,0,0,0,0,0,-0.040878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013038,0,0,0,0,0,0,0,0,0,0,-0.020274,0,0,0,0,0,-0.0053052,0,0,0,0,0,0,0,-0.010431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024831,0,-0.036485,0,0,0,0,0,0,0,-0.032281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
